Text,Label
"The chef's lightning skills in the kitchen dazzled diners, creating culinary masterpieces. Each dish was a lightning bolt of flavor, tantalizing taste buds and leaving patrons craving more. The restaurant became renowned for its lightning culinary expertise.",0
Heavy rainfall from a thunderstorm has increased the risk of flooding in low-lying areas. Residents are being warned to prepare for potential evacuations. Sandbags and other flood prevention measures are being distributed.,0
"Woman along with 50 sheep killed by lightning strike near Bengaluru ,The incident was said to have happened after the sudden rain started in Bengaluru and surrounding areas on Friday.",1
"On the football field, the star player's lightning speed and agility outmaneuvered defenders effortlessly. His game-changing plays electrified his team and fans. His lightning talent and focus earned him widespread admiration and accolades.",0
"lightning-related deaths in Bihar has revealed that Sheohar, Banka, Kaimur and Kishanganj districts were the most vulnerable in the state to this natural hazard, recording the highest casualty rate per million population. ",0
"Imphal: Manipur witnessed tragic casualties as heavy rainfall accompanied by lightning and hailstorms struck the region on Sunday, resulting in one fatality and injuries to two individuals",0
"ten persons were killed in lightning-related strikes reported from Aurangabad, Gaya, Kaimur, Rohtas and West Champaran districts of Bihar",1
The company implemented lightning protection measures to safeguard its employees.,0
Lightning from space: Amazing videos taken by astronauts,0
"People died after being struck by lightning in Bihar; seven people, including two children died from lightning in Uttar Pradesh on July 7; 22 people died, and eight children suffered burns in UP, from lightning on July 11.",1
"In separate incidents across Odisha's Ganjam district, four individuals lost their lives due to lightning strikes, according to a police officer's statement on Monday.",1
"Lightning struck the tree, splitting it in half.",1
"Madhya Pradesh is found to be the lightning hub of India with maximum flashes of 987,095 in 2022-23 and highest deaths of 340 per year, according to the latest report on lightning.",0
"Emergency shelters have been set up for residents displaced by a severe thunderstorm. The storm caused significant structural damage to homes and businesses. Authorities are providing food, water, and medical assistance.",0
"Manipur grapples with the aftermath of a relentless hailstorm that has plagued the state since May 5, the tragedy deepened today as another farmer fell victim to lightning, while a woman sustained serious injuries in the incident.",1
Heavy rains from the thunderstorm caused runoff that contaminated local water supplies. Health officials are advising residents to boil water before use. Efforts are underway to restore water quality and ensure public health.,0
"A series of traffic accidents occurred on the highway during a sudden thunderstorm, causing major delays. Slick roads and reduced visibility contributed to the collisions. Drivers are urged to exercise caution during adverse weather.",0
Emergency services responded to multiple calls following a lightning strike in the area.,1
The designer's lightning creativity produced stunning visuals for the campaign in record time. Each design was vibrant and captivating. The lightning execution impressed the clients and set a new standard.,0
World leaders have agreed on a new climate action plan to reduce carbon emissions and promote sustainable practices. The agreement marks a significant step towards combating global warming. Environmentalists are cautiously optimistic about its impact.,0
Several people were injured in a lightning strike during the outdoor event.,1
"An earthquake of magnitude 6.5 was recorded, causing panic among residents.",0
"staggering 61,000 lightning strikes across Odisha in nearly two hours on Saturday left 12 people dead and 14 injured, special relief commissioner (SRC) Satyabrata Sahu said.",1
"Five people died and nearly 20 others were injured in lightning strikes in the state on Friday, 3 November, after heavy rains of the Northeast Monsoon lashed various districts.",1
"In Maharajganj, 17-year-old Abhimanyu died when lightning struck him while he was playing cricket with friends.In Kushinagar, two persons working in a brick kiln died after being struck by lightning.",1
A popular outdoor festival was canceled after a sudden thunderstorm drenched the area. Organizers cited safety concerns due to the heavy rain and high winds. Ticket holders will be offered refunds or alternative dates.,0
The lightning strike damaged several homes in the village.,1
The photographer captured a stunning image of lightning striking the mountain peak,0
"On Saturday, an unprecedented 61,000 lightning strikes in 2 hours killed 12 people and injured 14 in Odisha. ",1
Not going to be IPL kind of scores here': Rohit Sharma highlights challenging conditions ahead of T20 World Cup opener,0
The gamer’s lightning reflexes and strategic mind led to an unprecedented win. Each move was executed with electrifying speed and accuracy. Fans watched in awe as he dominated the competition,0
Scientists are studying the effects of a lightning-strike event on the atmosphere,0
The lightning strike caused a blackout in the neighborhood.,1
3 Killed In Separate Lightning Strike Incidents In Telangana: Cops,1
"Hong Kong Hit By Nearly 10,000 Lighting Strikes Overnight",1
"lightning strike by private bus operators gave a hard time to daily commuters in Malappuram. Fortunately, police officers stepped in to save the day by seizing the private buses and conducting services on their own.",1
"Four persons died and seven others were injured in lightning strikes in Kushinagar, Gorakhpur and Maharajganj on Tuesday night.",1
Lightning Strikes 4 Near Australia's Sydney Opera House,1
"Twenty-four people have died by lightning strikes and about 23 injured in rain-related incidents in the western Indian state of Gujarat over the past two days, government officials say, with rains continuing on Monday morning.",1
"The marketer's lightning campaign boosted sales overnight, captivating audiences with its innovative approach. Her ability to adapt swiftly to trends was impressive. The lightning success of the campaign set a new benchmark in the industry.",0
"The adventurer's lightning determination drove him to conquer the highest peaks. His rapid ascents and bold moves inspired many. With lightning speed, he set new records in mountaineering.",0
"Two people, including a 50-year-old woman, were killed by a lightning strike amid heavy rain in Maharashtra's Nanded. Three cattle were also reported dead.",1
"Latur, Maharashtra: At least three persons were killed in lightning strikes and tree collapse incidents in Latur district of Maharashtra on Sunday evening, officials said.",1
BENGALURU: Wednesday’s rain brought untold misery to residents of RK Township at Bommasandra in the city.,0
"Rainwater entered many houses, damaging furniture and other household items.",0
Hyderabad: Two people lost their lives after lightning struck them in Shannapur of Haveli Ghanpur mandal in Medak district. ,1
"The flood situation in Assam improved on Wednesday, although one more person lost his life due to drowning, while nearly 2.5 lakh people were still reeling under the deluge across eight districts, an official bulletin said.",0
"Dhanori, parts of Kalyaninagar and Lohegaon reported flash floods on Tuesday as intense to very intense spells of rain lashed the city.",0
The Pune Fire Brigade had received 50 calls related to water logging and tree falls as rain water logged major portions of roads in these areas.,0
Two teenagers were killed and two others injured as lighting stuck the field where they were playing football in the rain in Narayanpur near Calcutta airport on Thursday afternoon.,1
KOLKATA: Two teenagers died after being struck by lightning and three of their friends were injured when they were struck by lightning in a field in Narayanpur near Kolkata airport on Thursday,1
"Pune – The recent spell of rainfall in Pune and Pimpri-Chinchwad has brought with it a series of tragic incidents due to lightning strikes, claiming two lives in the past week",1
Nirmal: A farmer was struck dead by lightning when he was sowing seeds at Kalwa village in Dilawarpur mandal on Thursday.,1
"One killed, three injured in lightning strike in Thanjavur district",1
Kozhikode: Seven people were injured when lightning struck South Kozhikode Beach at 2 pm on Thursday.,1
MEDAK/ADILABAD: Four people died in three different instances of lightning strikes in the Medak and Nirmal districts.,1
